date,price,next_price,diff_price,action,reward,cumulated_reward
2000-05-19,21226,21226,0,1,0.0,-3470.0
2000-05-20,21226,21226,0,1,0.0,-3470.0
2000-05-21,21226,19287,-1939,1,-1939.0,-5409.0
2000-05-22,19287,19900,613,1,613.0,-4796.0
2000-05-23,19900,20410,510,1,510.0,-4286.0
2000-05-24,20410,21124,714,-1,-714.0,-5000.0
2000-05-25,21124,18879,-2245,1,-2245.0,-7245.0
2000-05-26,18879,18879,0,-1,-0.0,-7245.0
2000-05-27,18879,18879,0,1,0.0,-7245.0
2000-05-28,18879,18063,-816,1,-816.0,-8061.0
2000-05-29,18063,18777,714,-1,-714.0,-8775.0
2000-05-30,18777,19644,867,1,867.0,-7908.0
2000-05-31,19644,19338,-306,1,-306.0,-8214.0
2000-06-01,19338,19389,51,1,51.0,-8163.0
2000-06-02,19389,19389,0,1,0.0,-8163.0
2000-06-03,19389,19389,0,1,0.0,-8163.0
2000-06-04,19389,20410,1021,1,1021.0,-7142.0
2000-06-05,20410,20410,0,1,0.0,-7142.0
2000-06-06,20410,21532,1122,1,1122.0,-6020.0
2000-06-07,21532,20002,-1530,1,-1530.0,-7550.0
2000-06-08,20002,20614,612,1,612.0,-6938.0
2000-06-09,20614,20614,0,0,0.0,-6938.0
2000-06-10,20614,20614,0,1,0.0,-6938.0
2000-06-11,20614,22043,1429,1,1429.0,-5509.0
2000-06-12,22043,20920,-1123,1,-1123.0,-6632.0
2000-06-13,20920,20665,-255,1,-255.0,-6887.0
2000-06-14,20665,19389,-1276,1,-1276.0,-8163.0
2000-06-15,19389,18879,-510,1,-510.0,-8673.0
2000-06-16,18879,18879,0,1,0.0,-8673.0
2000-06-17,18879,18879,0,-1,-0.0,-8673.0
2000-06-18,18879,18777,-102,1,-102.0,-8775.0
2000-06-19,18777,18981,204,1,204.0,-8571.0
2000-06-20,18981,18930,-51,1,-51.0,-8622.0
2000-06-21,18930,18930,0,1,0.0,-8622.0
2000-06-22,18930,18828,-102,1,-102.0,-8724.0
2000-06-23,18828,18828,0,1,0.0,-8724.0
2000-06-24,18828,18828,0,1,0.0,-8724.0
2000-06-25,18828,19185,357,1,357.0,-8367.0
2000-06-26,19185,21226,2041,1,2041.0,-6326.0
2000-06-27,21226,21328,102,1,102.0,-6224.0
2000-06-28,21328,21328,0,1,0.0,-6224.0
2000-06-29,21328,21328,0,1,0.0,-6224.0
2000-06-30,21328,21328,0,1,0.0,-6224.0
2000-07-01,21328,21328,0,1,0.0,-6224.0
2000-07-02,21328,21941,613,1,613.0,-5611.0
2000-07-03,21941,23880,1939,1,1939.0,-3672.0
2000-07-04,23880,25920,2040,1,2040.0,-1632.0
2000-07-05,25920,27655,1735,1,1735.0,103.0
2000-07-06,27655,27094,-561,1,-561.0,-458.0
2000-07-07,27094,27094,0,1,0.0,-458.0
2000-07-08,27094,27094,0,1,0.0,-458.0
2000-07-09,27094,25614,-1480,1,-1480.0,-1938.0
2000-07-10,25614,26125,511,1,511.0,-1427.0
2000-07-11,26125,27961,1836,1,1836.0,409.0
2000-07-12,27961,28064,103,1,103.0,512.0
2000-07-13,28064,26533,-1531,1,-1531.0,-1019.0
2000-07-14,26533,26533,0,1,0.0,-1019.0
2000-07-15,26533,26533,0,1,0.0,-1019.0
2000-07-16,26533,26533,0,1,0.0,-1019.0
2000-07-17,26533,25410,-1123,1,-1123.0,-2142.0
2000-07-18,25410,24492,-918,1,-918.0,-3060.0
2000-07-19,24492,25002,510,1,510.0,-2550.0
2000-07-20,25002,25002,0,1,0.0,-2550.0
2000-07-21,25002,25002,0,1,0.0,-2550.0
2000-07-22,25002,25002,0,1,0.0,-2550.0
2000-07-23,25002,23777,-1225,1,-1225.0,-3775.0
2000-07-24,23777,24798,1021,1,1021.0,-2754.0
2000-07-25,24798,25512,714,1,714.0,-2040.0
2000-07-26,25512,25614,102,1,102.0,-1938.0
2000-07-27,25614,23982,-1632,1,-1632.0,-3570.0
2000-07-28,23982,23982,0,1,0.0,-3570.0
2000-07-29,23982,23982,0,0,0.0,-3570.0
2000-07-30,23982,24237,255,0,0.0,-3570.0
2000-07-31,24237,24033,-204,1,-204.0,-3774.0
2000-08-01,24033,23777,-256,1,-256.0,-4030.0
2000-08-02,23777,23216,-561,1,-561.0,-4591.0
2000-08-03,23216,22043,-1173,1,-1173.0,-5764.0
2000-08-04,22043,22043,0,1,0.0,-5764.0
2000-08-05,22043,22043,0,1,0.0,-5764.0
2000-08-06,22043,20818,-1225,1,-1225.0,-6989.0
2000-08-07,20818,20920,102,1,102.0,-6887.0
2000-08-08,20920,21430,510,1,510.0,-6377.0
2000-08-09,21430,22859,1429,1,1429.0,-4948.0
2000-08-10,22859,22043,-816,-1,816.0,-4132.0
2000-08-11,22043,22043,0,1,0.0,-4132.0
2000-08-12,22043,22043,0,1,0.0,-4132.0
2000-08-13,22043,22451,408,1,408.0,-3724.0
2000-08-14,22451,22451,0,1,0.0,-3724.0
2000-08-15,22451,23267,816,1,816.0,-2908.0
2000-08-16,23267,22910,-357,1,-357.0,-3265.0
2000-08-17,22910,22961,51,1,51.0,-3214.0
2000-08-18,22961,22961,0,0,0.0,-3214.0
2000-08-19,22961,22961,0,1,0.0,-3214.0
2000-08-20,22961,22298,-663,1,-663.0,-3877.0
2000-08-21,22298,22400,102,1,102.0,-3775.0
2000-08-22,22400,22196,-204,1,-204.0,-3979.0
2000-08-23,22196,21634,-562,-1,562.0,-3417.0
2000-08-24,21634,21890,256,1,256.0,-3161.0
2000-08-25,21890,21890,0,1,0.0,-3161.0
2000-08-26,21890,21890,0,1,0.0,-3161.0
2000-08-27,21890,22094,204,0,0.0,-3161.0
2000-08-28,22094,22196,102,1,102.0,-3059.0
2000-08-29,22196,21839,-357,1,-357.0,-3416.0
2000-08-30,21839,21532,-307,1,-307.0,-3723.0
2000-08-31,21532,21430,-102,1,-102.0,-3825.0
2000-09-01,21430,21430,0,1,0.0,-3825.0
2000-09-02,21430,21430,0,1,0.0,-3825.0
2000-09-03,21430,21839,409,1,409.0,-3416.0
2000-09-04,21839,22451,612,1,612.0,-2804.0
2000-09-05,22451,22043,-408,-1,408.0,-2396.0
2000-09-06,22043,21839,-204,1,-204.0,-2600.0
2000-09-07,21839,21430,-409,1,-409.0,-3009.0
2000-09-08,21430,21430,0,1,0.0,-3009.0
2000-09-09,21430,21430,0,1,0.0,-3009.0
2000-09-10,21430,21430,0,-1,-0.0,-3009.0
2000-09-11,21430,21430,0,1,0.0,-3009.0
2000-09-12,21430,21430,0,1,0.0,-3009.0
2000-09-13,21430,20818,-612,1,-612.0,-3621.0
2000-09-14,20818,20410,-408,1,-408.0,-4029.0
2000-09-15,20410,20410,0,1,0.0,-4029.0
2000-09-16,20410,20410,0,1,0.0,-4029.0
2000-09-17,20410,19338,-1072,1,-1072.0,-5101.0
2000-09-18,19338,19185,-153,1,-153.0,-5254.0
2000-09-19,19185,20308,1123,-1,-1123.0,-6377.0
2000-09-20,20308,19849,-459,1,-459.0,-6836.0
2000-09-21,19849,19900,51,1,51.0,-6785.0
2000-09-22,19900,19900,0,1,0.0,-6785.0
2000-09-23,19900,19900,0,-1,-0.0,-6785.0
2000-09-24,19900,20410,510,1,510.0,-6275.0
2000-09-25,20410,19798,-612,1,-612.0,-6887.0
2000-09-26,19798,20716,918,1,918.0,-5969.0
2000-09-27,20716,20308,-408,1,-408.0,-6377.0
2000-09-28,20308,20614,306,1,306.0,-6071.0
2000-09-29,20614,20614,0,1,0.0,-6071.0
2000-09-30,20614,20614,0,1,0.0,-6071.0
2000-10-01,20614,20155,-459,-1,459.0,-5612.0
2000-10-02,20155,20155,0,1,0.0,-5612.0
2000-10-03,20155,20614,459,1,459.0,-5153.0
2000-10-04,20614,20257,-357,1,-357.0,-5510.0
2000-10-05,20257,19185,-1072,1,-1072.0,-6582.0
2000-10-06,19185,19185,0,1,0.0,-6582.0
2000-10-07,19185,19185,0,1,0.0,-6582.0
2000-10-08,19185,18165,-1020,1,-1020.0,-7602.0
2000-10-09,18165,18573,408,1,408.0,-7194.0
2000-10-10,18573,17706,-867,1,-867.0,-8061.0
2000-10-11,17706,16328,-1378,0,-0.0,-8061.0
2000-10-12,16328,15307,-1021,1,-1021.0,-9082.0
2000-10-13,15307,15307,0,1,0.0,-9082.0
2000-10-14,15307,15307,0,1,0.0,-9082.0
2000-10-15,15307,16277,970,1,970.0,-8112.0
2000-10-16,16277,16124,-153,1,-153.0,-8265.0
2000-10-17,16124,16124,0,-1,-0.0,-8265.0
2000-10-18,16124,16532,408,1,408.0,-7857.0
2000-10-19,16532,16634,102,1,102.0,-7755.0
2000-10-20,16634,16634,0,1,0.0,-7755.0
2000-10-21,16634,16634,0,1,0.0,-7755.0
2000-10-22,16634,17297,663,1,663.0,-7092.0
2000-10-23,17297,17246,-51,0,-0.0,-7092.0
2000-10-24,17246,16226,-1020,1,-1020.0,-8112.0
2000-10-25,16226,16532,306,-1,-306.0,-8418.0
2000-10-26,16532,17501,969,1,969.0,-7449.0
2000-10-27,17501,17501,0,1,0.0,-7449.0
2000-10-28,17501,17501,0,1,0.0,-7449.0
2000-10-29,17501,17348,-153,1,-153.0,-7602.0
2000-10-30,17348,19287,1939,1,1939.0,-5663.0
2000-10-31,19287,20818,1531,1,1531.0,-4132.0
2000-11-01,20818,20410,-408,1,-408.0,-4540.0
2000-11-02,20410,20920,510,1,510.0,-4030.0
2000-11-03,20920,20920,0,1,0.0,-4030.0
2000-11-04,20920,20920,0,1,0.0,-4030.0
2000-11-05,20920,19900,-1020,-1,1020.0,-3010.0
2000-11-06,19900,19389,-511,1,-511.0,-3521.0
2000-11-07,19389,20206,817,1,817.0,-2704.0
2000-11-08,20206,19440,-766,1,-766.0,-3470.0
2000-11-09,19440,19491,51,1,51.0,-3419.0
2000-11-10,19491,19491,0,1,0.0,-3419.0
2000-11-11,19491,19491,0,1,0.0,-3419.0
2000-11-12,19491,19695,204,1,204.0,-3215.0
2000-11-13,19695,19747,52,1,52.0,-3163.0
2000-11-14,19747,19134,-613,1,-613.0,-3776.0
2000-11-15,19134,19593,459,1,459.0,-3317.0
2000-11-16,19593,19593,0,1,0.0,-3317.0
2000-11-17,19593,19593,0,1,0.0,-3317.0
2000-11-18,19593,19593,0,1,0.0,-3317.0
2000-11-19,19593,19287,-306,1,-306.0,-3623.0
2000-11-20,19287,19236,-51,1,-51.0,-3674.0
2000-11-21,19236,18675,-561,1,-561.0,-4235.0
2000-11-22,18675,18267,-408,0,-0.0,-4235.0
2000-11-23,18267,18267,0,1,0.0,-4235.0
2000-11-24,18267,18267,0,1,0.0,-4235.0
2000-11-25,18267,18267,0,1,0.0,-4235.0
2000-11-26,18267,19185,918,1,918.0,-3317.0
2000-11-27,19185,18930,-255,0,-0.0,-3317.0
2000-11-28,18930,17757,-1173,1,-1173.0,-4490.0
2000-11-29,17757,18165,408,0,0.0,-4490.0
2000-11-30,18165,18777,612,-1,-612.0,-5102.0
2000-12-01,18777,18777,0,0,0.0,-5102.0
2000-12-02,18777,18777,0,1,0.0,-5102.0
2000-12-03,18777,18165,-612,1,-612.0,-5714.0
2000-12-04,18165,18522,357,1,357.0,-5357.0
2000-12-05,18522,17859,-663,1,-663.0,-6020.0
2000-12-06,17859,17961,102,1,102.0,-5918.0
2000-12-07,17961,18267,306,1,306.0,-5612.0
2000-12-08,18267,18267,0,1,0.0,-5612.0
2000-12-09,18267,18267,0,1,0.0,-5612.0
2000-12-10,18267,18981,714,1,714.0,-4898.0
2000-12-11,18981,18369,-612,1,-612.0,-5510.0
2000-12-12,18369,19695,1326,1,1326.0,-4184.0
2000-12-13,19695,19287,-408,1,-408.0,-4592.0
2000-12-14,19287,19236,-51,1,-51.0,-4643.0
2000-12-15,19236,19236,0,1,0.0,-4643.0
2000-12-16,19236,19236,0,1,0.0,-4643.0
2000-12-17,19236,19032,-204,-1,204.0,-4439.0
2000-12-18,19032,18318,-714,1,-714.0,-5153.0
2000-12-19,18318,16940,-1378,1,-1378.0,-6531.0
2000-12-20,16940,17348,408,-1,-408.0,-6939.0
2000-12-21,17348,16736,-612,1,-612.0,-7551.0
2000-12-22,16736,16736,0,0,0.0,-7551.0
2000-12-23,16736,16736,0,1,0.0,-7551.0
2000-12-24,16736,16736,0,1,0.0,-7551.0
2000-12-25,16736,18369,1633,1,1633.0,-5918.0
2000-12-26,18369,18369,0,1,0.0,-5918.0
2000-12-27,18369,18369,0,1,0.0,-5918.0
2000-12-28,18369,18369,0,1,0.0,-5918.0
2000-12-29,18369,18369,0,1,0.0,-5918.0
2000-12-30,18369,18369,0,1,0.0,-5918.0
2000-12-31,18369,18369,0,1,0.0,-5918.0
2001-01-01,18369,17859,-510,0,-0.0,-5918.0
2001-01-02,17859,17450,-409,1,-409.0,-6327.0
2001-01-03,17450,17757,307,1,307.0,-6020.0
2001-01-04,17757,16940,-817,1,-817.0,-6837.0
2001-01-05,16940,16940,0,1,0.0,-6837.0
2001-01-06,16940,16940,0,1,0.0,-6837.0
2001-01-07,16940,16940,0,0,0.0,-6837.0
2001-01-08,16940,17297,357,1,357.0,-6480.0
2001-01-09,17297,17603,306,0,0.0,-6480.0
2001-01-10,17603,17348,-255,1,-255.0,-6735.0
2001-01-11,17348,17042,-306,1,-306.0,-7041.0
2001-01-12,17042,17042,0,1,0.0,-7041.0
2001-01-13,17042,17042,0,1,0.0,-7041.0
2001-01-14,17042,17297,255,1,255.0,-6786.0
2001-01-15,17297,17144,-153,1,-153.0,-6939.0
2001-01-16,17144,17144,0,1,0.0,-6939.0
2001-01-17,17144,16991,-153,1,-153.0,-7092.0
2001-01-18,16991,17246,255,1,255.0,-6837.0
2001-01-19,17246,17246,0,-1,-0.0,-6837.0
2001-01-20,17246,17246,0,0,0.0,-6837.0
2001-01-21,17246,17859,613,1,613.0,-6224.0
2001-01-22,17859,17859,0,1,0.0,-6224.0
2001-01-23,17859,17859,0,1,0.0,-6224.0
2001-01-24,17859,17859,0,1,0.0,-6224.0
2001-01-25,17859,17246,-613,1,-613.0,-6837.0
2001-01-26,17246,17246,0,1,0.0,-6837.0
2001-01-27,17246,17246,0,-1,-0.0,-6837.0
2001-01-28,17246,17093,-153,1,-153.0,-6990.0
2001-01-29,17093,17042,-51,1,-51.0,-7041.0
2001-01-30,17042,17552,510,1,510.0,-6531.0
2001-01-31,17552,17399,-153,1,-153.0,-6684.0
2001-02-01,17399,17552,153,1,153.0,-6531.0
2001-02-02,17552,17552,0,1,0.0,-6531.0
2001-02-03,17552,17552,0,1,0.0,-6531.0
2001-02-04,17552,17144,-408,1,-408.0,-6939.0
2001-02-05,17144,17246,102,0,0.0,-6939.0
2001-02-06,17246,17042,-204,1,-204.0,-7143.0
2001-02-07,17042,17399,357,1,357.0,-6786.0
2001-02-08,17399,17706,307,-1,-307.0,-7093.0
2001-02-09,17706,17706,0,1,0.0,-7093.0
2001-02-10,17706,17706,0,1,0.0,-7093.0
2001-02-11,17706,17757,51,1,51.0,-7042.0
2001-02-12,17757,17450,-307,1,-307.0,-7349.0
2001-02-13,17450,17399,-51,1,-51.0,-7400.0
2001-02-14,17399,18318,919,1,919.0,-6481.0
2001-02-15,18318,18165,-153,1,-153.0,-6634.0
2001-02-16,18165,18165,0,1,0.0,-6634.0
2001-02-17,18165,18165,0,1,0.0,-6634.0
2001-02-18,18165,17552,-613,1,-613.0,-7247.0
2001-02-19,17552,17961,409,1,409.0,-6838.0
2001-02-20,17961,18165,204,1,204.0,-6634.0
2001-02-21,18165,17808,-357,1,-357.0,-6991.0
2001-02-22,17808,18471,663,1,663.0,-6328.0
2001-02-23,18471,18471,0,-1,-0.0,-6328.0
2001-02-24,18471,18471,0,1,0.0,-6328.0
2001-02-25,18471,19849,1378,1,1378.0,-4950.0
2001-02-26,19849,19849,0,1,0.0,-4950.0
2001-02-27,19849,19389,-460,1,-460.0,-5410.0
2001-02-28,19389,19389,0,1,0.0,-5410.0
2001-03-01,19389,18369,-1020,-1,1020.0,-4390.0
2001-03-02,18369,18369,0,1,0.0,-4390.0
2001-03-03,18369,18369,0,1,0.0,-4390.0
2001-03-04,18369,18369,0,1,0.0,-4390.0
2001-03-05,18369,18420,51,1,51.0,-4339.0
2001-03-06,18420,18369,-51,1,-51.0,-4390.0
2001-03-07,18369,18879,510,1,510.0,-3880.0
2001-03-08,18879,18573,-306,0,-0.0,-3880.0
2001-03-09,18573,18573,0,1,0.0,-3880.0
2001-03-10,18573,18573,0,1,0.0,-3880.0
2001-03-11,18573,17501,-1072,1,-1072.0,-4952.0
2001-03-12,17501,16889,-612,1,-612.0,-5564.0
2001-03-13,16889,17246,357,1,357.0,-5207.0
2001-03-14,17246,18369,1123,1,1123.0,-4084.0
2001-03-15,18369,17859,-510,1,-510.0,-4594.0
2001-03-16,17859,17859,0,1,0.0,-4594.0
2001-03-17,17859,17859,0,1,0.0,-4594.0
2001-03-18,17859,17910,51,1,51.0,-4543.0
2001-03-19,17910,17910,0,1,0.0,-4543.0
2001-03-20,17910,18522,612,1,612.0,-3931.0
2001-03-21,18522,18726,204,0,0.0,-3931.0
2001-03-22,18726,18828,102,1,102.0,-3829.0
2001-03-23,18828,18828,0,1,0.0,-3829.0
2001-03-24,18828,18828,0,1,0.0,-3829.0
2001-03-25,18828,18828,0,1,0.0,-3829.0
2001-03-26,18828,18369,-459,1,-459.0,-4288.0
2001-03-27,18369,18369,0,1,0.0,-4288.0
2001-03-28,18369,18369,0,1,0.0,-4288.0
2001-03-29,18369,18063,-306,1,-306.0,-4594.0
2001-03-30,18063,18063,0,0,0.0,-4594.0
2001-03-31,18063,18063,0,1,0.0,-4594.0
2001-04-01,18063,17859,-204,1,-204.0,-4798.0
2001-04-02,17859,17655,-204,1,-204.0,-5002.0
2001-04-03,17655,17655,0,-1,-0.0,-5002.0
2001-04-04,17655,17655,0,-1,-0.0,-5002.0
2001-04-05,17655,17706,51,0,0.0,-5002.0
2001-04-06,17706,17706,0,1,0.0,-5002.0
2001-04-07,17706,17706,0,1,0.0,-5002.0
2001-04-08,17706,17706,0,1,0.0,-5002.0
2001-04-09,17706,17706,0,1,0.0,-5002.0
2001-04-10,17706,17706,0,1,0.0,-5002.0
2001-04-11,17706,17757,51,1,51.0,-4951.0
2001-04-12,17757,17655,-102,0,-0.0,-4951.0
2001-04-13,17655,17655,0,1,0.0,-4951.0
2001-04-14,17655,17655,0,1,0.0,-4951.0
2001-04-15,17655,17501,-154,1,-154.0,-5105.0
2001-04-16,17501,17348,-153,1,-153.0,-5258.0
2001-04-17,17348,17552,204,-1,-204.0,-5462.0
2001-04-18,17552,17603,51,1,51.0,-5411.0
2001-04-19,17603,17603,0,1,0.0,-5411.0
2001-04-20,17603,17603,0,1,0.0,-5411.0
2001-04-21,17603,17603,0,1,0.0,-5411.0
2001-04-22,17603,17603,0,1,0.0,-5411.0
2001-04-23,17603,17808,205,1,205.0,-5206.0
2001-04-24,17808,18267,459,1,459.0,-4747.0
2001-04-25,18267,17859,-408,0,-0.0,-4747.0
2001-04-26,17859,17859,0,-1,-0.0,-4747.0
2001-04-27,17859,17859,0,1,0.0,-4747.0
2001-04-28,17859,17859,0,1,0.0,-4747.0
2001-04-29,17859,18012,153,1,153.0,-4594.0
2001-04-30,18012,18012,0,1,0.0,-4594.0
2001-05-01,18012,17706,-306,1,-306.0,-4900.0
2001-05-02,17706,17655,-51,-1,51.0,-4849.0
2001-05-03,17655,17757,102,1,102.0,-4747.0
2001-05-04,17757,17757,0,1,0.0,-4747.0
2001-05-05,17757,17757,0,1,0.0,-4747.0
2001-05-06,17757,17961,204,0,0.0,-4747.0
2001-05-07,17961,17757,-204,-1,204.0,-4543.0
2001-05-08,17757,17655,-102,1,-102.0,-4645.0
2001-05-09,17655,17655,0,1,0.0,-4645.0
2001-05-10,17655,18165,510,1,510.0,-4135.0
2001-05-11,18165,18165,0,1,0.0,-4135.0
2001-05-12,18165,18165,0,1,0.0,-4135.0
2001-05-13,18165,18420,255,-1,-255.0,-4390.0
2001-05-14,18420,18573,153,1,153.0,-4237.0
2001-05-15,18573,18573,0,1,0.0,-4237.0
2001-05-16,18573,18573,0,1,0.0,-4237.0
